,text,Date,geometry,author_followers,retweets,replies,likes,quote_count,Subjectivity,Polarity,Analysis,Place0,Place1,Place2,Place3
1077,@Zuzole_Singiswa @SgadlaSeNsizwa @danie840319 @tsontsodiale @Bruceps @MbuyiseniNdlozi @KP24 YOUR school uniform! This is South Africa. Education a politics are intertwined. Education was a tool of apartheid. Shove your uniform,2017-10-14,POINT (27.87429235 -26.14271175),276,1,0,1,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,84
1078,Prof Nevhutanda adressing the higher education student affairs practitioners and SRC from Universities.. @SowetanLIVE @NASDEVSA  @MYANC https://t.co/s0F3uednUF,2017-10-14,POINT (18.4241 -33.9249),1020,0,0,1,0,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
1079,Student Financial aid scheme NSFAS has disbursed almost 12 &amp; a half billion  rand in student financial aid between April 2016 and March 2017,2017-10-14,POINT (27.968098050000002 -26.276138500000002),798024,4,0,4,0,1.0,-0.5,Negative,Gauteng,City of Johannesburg,City of Johannesburg,125
1080,"Central and Local SRC: EFF student command

Individual candidate: Fezile Hlope @… https://t.co/QPp5MogQaa",2017-10-14,POINT (30.3537815 -29.6163998),282,0,0,0,0,0.1416666666666666,0.1083333333333333,Positive,KwaZulu-Natal,Umgungundlovu,The Msunduzi,26
1081,@MyPule_ @tumisole which SRC I am a student at ukzn... Does this apply in UKZN??,2017-10-14,POINT (30.806991200000002 -29.837057899999994),246,0,0,0,0,0.5,0.1666666666666666,Positive,KwaZulu-Natal,eThekwini,eThekwini,15
1082,You can go to school for 20yrs &amp; get  R8000 as your salary But someone can wake up &amp; dance holding a Savanna &amp; get R30k per night. life neh https://t.co/7PkKuqB9R8,2017-10-14,POINT (27.968098050000002 -26.276138500000002),1836379,336,52,384,61,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
1083,"Yall coming to RSA👊👊👏👏👏👏🙌🙌🙌🙌
.........I ain't paying my child's school fees 🙌🙌🙌🤔😎 https://t.co/sWvSDzND0q",2017-10-14,POINT (29.466421949999997 -25.767105150000003),4178,0,1,0,0,0.0,0.0,Neutral,Mpumalanga,Nkangala,Steve Tshwete,13
1084,"Join the SRC and all faculty houses in the piazza,  the 18th October let’s stamp out student hunger together .
#onecanmakeadifference https://t.co/rrJBiu1Gsg",2017-10-14,POINT (28.184066 -25.75260515),13045,13,0,10,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,60
1085,The department of high education should close down this school or else it will be close down by us we can't allow this kind of behavior 😤😤😤 https://t.co/toIFrn0Yd1,2017-10-14,POINT (30.9087692 -29.77114285),10368,0,0,0,0,0.3,-0.3,Negative,KwaZulu-Natal,eThekwini,eThekwini,19
1086,@BrianHeunis Still unacceptable. What next? Political rallies at school? Fees must fall protests at school??,2017-10-14,POINT (18.163765050000002 -33.35271845),6506,0,1,1,0,0.35,0.3333333333333333,Positive,Western Cape,West Coast,Swartland,5
1087,"walking Jhb cbd with natural hair is a struggle 
These women be grabbing u fighting over you 
""student price ngapha""",2017-10-14,POINT (27.968098050000002 -26.276138500000002),1820,0,0,0,0,0.75,0.5,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
1088,@nealcol @tumisole @imRVSCHMIDT @MaritzCollege @KP24 You can believe what you want - school not the right platform.Schoolkids need education not political distractions - where will it end ?,2017-10-14,POINT (18.4241 -33.9249),296,0,2,0,0,0.25,0.5875,Positive,Western Cape,City of Cape Town,City of Cape Town,115
1089,@tumisole @nealcol @imRVSCHMIDT @MaritzCollege @KP24 That is your problem - leave school for education - this country is fucked cos of people like you making shit decisions,2017-10-14,POINT (18.4241 -33.9249),296,0,2,0,0,0.671969696969697,0.3590909090909091,Positive,Western Cape,City of Cape Town,City of Cape Town,115
1090,Imagine this being a student accommodation https://t.co/vmUQ2dVqJ9,2017-10-14,POINT (28.184066 -25.75260515),3159,2,0,4,0,0.3,1.0,Positive,Gauteng,City of Tshwane,City of Tshwane,60
1091,Dept of Education says stampede which injured 19 learners at Primary school in Midrand was a result of excitement over science presentation,2017-10-13,POINT (27.968098050000002 -26.276138500000002),798024,2,2,3,0,1.0,0.5,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
1092,"With my school friend  Orlando West High in the late 1960's Motlale Moloto "" Tlapu. at ANC Veterans League Conference. AMANDLA! https://t.co/o1JF2jx6Qs",2017-10-13,POINT (27.875271750000007 -26.2564214),3642,0,1,18,0,0.5357142857142857,0.2857142857142857,Positive,Gauteng,City of Johannesburg,City of Johannesburg,37
1093,"Thank you to the out going UKZN SRC Leadership led by Comrade Noxolo Bhengu.

Good luck to every… https://t.co/Pu62n8miy6",2017-10-13,POINT (30.97257945 -29.9006358),5904,0,0,0,0,0.0,-0.2,Negative,KwaZulu-Natal,eThekwini,eThekwini,64
1094,Thank you Wits school of Education for the support 🙏🏽 https://t.co/QcwHl7ywWd,2017-10-13,POINT (18.4241 -33.9249),287830,68,3,174,2,0.0,-0.2,Negative,Western Cape,City of Cape Town,City of Cape Town,115
1095,"The country we live in! If they don't burn them, they eat them. If not, they molest school kids! Lord have mercy!!! https://t.co/3WWJwiaKo1",2017-10-13,POINT (27.968098050000002 -26.276138500000002),583,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
1096,"""Let every good fellow now lift up his voice...&amp; sing to the health of the school of his choice...""
Happy 162nd birthday today @GreyKollege",2017-10-13,POINT (28.184066 -25.75260515),446,0,0,2,0,0.0,0.0,Neutral,Gauteng,City of Tshwane,City of Tshwane,60
1097,😂😂😂😂😂 I am dead ... why are you doing this to my sweet primary school teacher heh Tumi 😔😔😔😔 https://t.co/Dax3joI0r6,2017-10-13,POINT (28.06061305 -26.058708),922,0,1,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,106
1098,Today's LAST day of voting for an SRC that #PutStudentsFirst. U have 10 votes so vote for the #DASO9 🙌 The link is: https://t.co/Vz97sSU8S2 https://t.co/UcgvW26nMD,2017-10-13,POINT (18.4241 -33.9249),2421,10,6,51,1,0.2,0.2,Positive,Western Cape,City of Cape Town,City of Cape Town,115
1099,"This is my friend @THATNinaHastie.. I’m always showing Nina something, I school her. She will deny this ngoba uyathakatha. 😂🤣😜
#Throw🔙
#TBT https://t.co/R81w2rINoX",2017-10-12,POINT (28.06061305 -26.058708),3088,0,0,3,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,106
1100,"Friday's LAST day of voting! Vote for ALL DASO candidates on https://t.co/Vz97sTbKgC for an SRC that ensures #NoStudentLeftBehind
#KhulaDASO https://t.co/UUEqZcRx9S",2017-10-12,POINT (18.4241 -33.9249),2421,1,0,0,0,0.1666666666666666,-0.1666666666666666,Negative,Western Cape,City of Cape Town,City of Cape Town,115
1101,@kwaitos1 @moflavadj @MasechabaNdlovu 😂😂😂😂😂 Thandi ne a nagane school fees,2017-10-12,POINT (28.1361401 -25.860880649999995),1416,0,0,1,0,0.3375,-0.0625,Negative,Gauteng,City of Tshwane,City of Tshwane,70
1102,"@MYANC @SACP21 @_cosatu @GwedeMantashe1 @ANCDSGDuarte @ANCTGMkhize @ANCYLhq @SAPresident @sadtuwc @MySadtu @DlaminiZuma @DPRamaphosa @Lesufi kids have babies today, tomorrow they att school writing a exam paper, TRY ADVISING THAT PARENanother teacher would phone the DEPARTMENT",2017-10-12,POINT (27.968098050000002 -26.276138500000002),5738,0,1,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
1103,So today I saw my Primary school teacher after 16 years. First things he asked was am I married with how many kids😂 aaah Mr Seupersad.,2017-10-12,POINT (30.879155850000004 -30.04748745),786,0,0,0,0,0.0,0.0,Neutral,KwaZulu-Natal,eThekwini,eThekwini,97
1104,"@Sthe_Ngcobo1 We call them ""school fees"", you live and you learn",2017-10-12,POINT (28.06061305 -26.058708),860,0,1,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,106
1105,#naturalhair # straightback designer with cut#matric dance #ACommitmenttoexcellence https://t.co/Ke8FkTg0q5,2017-10-12,POINT (27.968098050000002 -26.276138500000002),272,0,0,3,0,0.5,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
1106,"Stellenbosch University will in 2018 increase tuition fees by 8%, student accommodation by 9.2% and meal quotas in residences by 8%",2017-10-12,POINT (27.968098050000002 -26.276138500000002),7774,4,0,0,1,0.1,0.1,Positive,Gauteng,City of Johannesburg,City of Johannesburg,125
1107,Throw back Thursday @ Damelin Vaal Campus https://t.co/cW2FqDh8DH,2017-10-12,POINT (27.93871415 -26.625155550000002),527,0,0,0,0,0.375,-0.125,Negative,Gauteng,Sedibeng,Emfuleni,16
1108,@SARedCross mobilizing #youth giving #CPR demonstration to school kids at #nelsonmandelauniversity #oasissymposium https://t.co/BPke0qQeRX,2017-10-12,POINT (25.481335749999996 -33.87620365),249,1,0,2,0,0.4,-0.4,Negative,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,35
1109,"So my son's school fees are going up R700 a month next year. Sure thing, no biggy.",2017-10-12,POINT (18.4241 -33.9249),2166,0,4,0,1,0.0,0.0,Neutral,Western Cape,City of Cape Town,City of Cape Town,115
1110,"Sheba Bonna Cjo &amp; Cider presents #ReAssessmentPart10 on the 11th of November 2017, Khore ke bonna mohlolo klaar 8 &amp; 9. UFS &amp; CUT shutdown https://t.co/VjeSF0wPKm",2017-10-11,POINT (26.213109600000003 -29.10658805),3995,0,0,0,1,0.37,0.13,Positive,Free State,Mangaung,Mangaung,19
1111,Those schools are former model c school. The school has a trust. That money must be used to repair the damage https://t.co/j2HUbbPCc0,2017-10-11,POINT (28.06061305 -26.058708),2022,0,0,0,0,0.4,-0.25,Negative,Gauteng,City of Johannesburg,City of Johannesburg,106
1112,"Dear @BDliveSA . Closing 'until further notice' ""≠ closing 'indefinitely'. Precision before clickbait. https://t.co/ElTMUzW76X #journ1",2017-10-11,POINT (18.4241 -33.9249),1648,0,0,0,0,0.25,-0.0499999999999999,Negative,Western Cape,City of Cape Town,City of Cape Town,115
1113,List your student Accommodation in South Africa for FREE!!!! For limited time only. List and own… https://t.co/KuFCuxhnx3,2017-10-11,POINT (28.184066 -25.75260515),241,0,0,1,0,0.57,0.3,Positive,Gauteng,City of Tshwane,City of Tshwane,60
1114,"Gauteng MEC for Education Panyaza Lesufi, visits AB Xuma Primary, following the recent sexual assault involving pupils at the school. MM",2017-10-11,POINT (27.875271750000007 -26.2564214),33444,1,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,37
1115,@SundayTimesZA #FeesMustFall2017 here is your money this 50 Billion could have build new universities &amp; sustained them to give free education for years,2017-10-11,POINT (28.06061305 -26.058708),390,0,0,0,0,0.5,0.25,Positive,Gauteng,City of Johannesburg,City of Johannesburg,106
1116,"MEC @NandiMayathulaK - this school, Sekano Ntoana has educators &amp; students who were involved in the freedom fighting struggle #DSDMonth",2017-10-10,POINT (27.875271750000007 -26.2564214),31219,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,37
1117,Love it when your lecturer turns a marketing lecture into a rant about how shit the new Blade Runner is. Just tryna get my degree here mate.,2017-10-10,POINT (18.4241 -33.9249),4037,0,0,0,0,0.5,0.25,Positive,Western Cape,City of Cape Town,City of Cape Town,115
1118,@Eusebius @Radio702 @CapeTalk DHET University Education established a dedicated EDHE platform for entr dev at HEIs to address issues of graduate unemployment -talk to us,2017-10-10,POINT (27.968098050000002 -26.276138500000002),3472,0,0,1,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
1119,"@Sanjay_Dixit @SwarajyaMag Need to rally numbers, improve quality &amp; level of discourse, cut unnecessary  stupidity on our part. Redouble efforts to spread awareness!",2017-10-10,POINT (27.95745755 -26.0197197),26,0,0,0,0,0.5875,0.1208333333333333,Positive,Gauteng,City of Johannesburg,City of Johannesburg,96
1120,A dance school like this one would do wonders for me https://t.co/RpUpwmXBI0,2017-10-10,POINT (27.875271750000007 -26.2564214),4978,0,0,0,0,0.3,-0.3,Negative,Gauteng,City of Johannesburg,City of Johannesburg,37
1121,"😂😂first day of school,nigga composed a new song for his school mates to sing at the assembly 😂😂 https://t.co/F7Lemh4CCy",2017-10-09,POINT (27.875271750000007 -26.2564214),1312,0,0,1,0,0.5833333333333334,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,37
1122,@JJ_UFS wrote an exceptional article  in @TimesLIVE 21September2017 https://t.co/depT3CfxV1 So much of what @ORT_SA does aligns with this,2017-10-09,POINT (27.968098050000002 -26.276138500000002),1832,0,0,0,0,0.0,0.0,Neutral,Gauteng,City of Johannesburg,City of Johannesburg,125
1123,@NdaNtombela Lmao vele he doesn’t because Jacques at Stellies has a trust fund paying his varsity fees and another one that’s waiting for him to turn 21😂,2017-10-09,POINT (30.97257945 -29.9006358),4888,0,0,0,0,0.4785714285714285,0.2,Positive,KwaZulu-Natal,eThekwini,eThekwini,64
1124,@UFSweb @UFS_SRC the computers need some ICT touch. We can't afford waiting 20 minutes to log in.,2017-10-09,POINT (26.213109600000003 -29.10658805),430,0,0,0,0,0.1333333333333333,0.0,Neutral,Free State,Mangaung,Mangaung,19
1125,"If you want to invest in student accomodation here's a article for you 

💻https://t.co/2zjAXyDvJy #property https://t.co/pMNzhITxvS",2017-10-09,POINT (26.213109600000003 -29.10658805),1875,0,0,1,0,0.375,-0.0249999999999999,Negative,Free State,Mangaung,Mangaung,19
1126,"UCT SRC Voting is OPENED. Follow the link to vote. 
https://t.co/7Dx0DX7P0D",2017-10-09,POINT (18.4241 -33.9249),4882,0,0,0,0,0.625,0.4895833333333333,Positive,Western Cape,City of Cape Town,City of Cape Town,115
1127,Back 2 SCHOOL Back 2 Reality... 📋📝✏📒 #TEACHER #Meneer,2017-10-09,POINT (18.7008935 -33.9507972),251,1,0,0,0,0.8666666666666667,0.3166666666666666,Positive,Western Cape,City of Cape Town,City of Cape Town,14
